,d,Geographic Area N,Total,Male,Female,Total Under 18 year,Male Under 18 year,Female Under 18 year,Total 60 years and over,Male 60 years and over,Female 60 years and over,Median age (years),Sex ratio (males per 100 females),Age dependency ratio,Old-age dependency ratio,Child dependency ratio,county_state_name,full_county_fips,percent_under18,percent_over60,COUNTYFIPS,hospital_bed_count,hospital_count
377,0500000US48139,"Ellis County, Texas",179436,88519,90917,47748,24611,23137,31712,14599,17113,36.5,97.4,64.7,20.9,43.8,"Ellis County, Texas",48139,26.610044807062128,17.673153659243408,48139,233.0,3.0
378,0500000US48201,"Harris County, Texas",4698619,2334547,2364072,1251684,637891,613793,740322,337256,403066,33.7,98.8,59.1,16.7,42.4,"Harris County, Texas",48201,26.639401917882683,15.75616154448786,48201,15996.0,89.0
379,0500000US48291,"Liberty County, Texas",86323,43214,43109,22869,12521,10348,16185,7232,8953,35.3,100.2,64.2,20.7,43.5,"Liberty County, Texas",48291,26.492360089431553,18.749348377605042,48291,136.0,3.0
380,0500000US48479,"Webb County, Texas",275910,135706,140204,90659,46092,44567,35638,15676,19962,29.0,96.8,73.3,16.3,56.9,"Webb County, Texas",48479,32.85817839150448,12.916530752781705,48479,578.0,5.0
381,0500000US51095,"James City County, Virginia",76397,35319,41078,15497,6604,8893,25442,11216,14226,46.8,86.0,84.6,47.2,37.5,"James City County, Virginia",51095,20.284827938269828,33.302354804508035,51095,57.0,1.0
382,0500000US51161,"Roanoke County, Virginia",94073,45242,48831,18850,9998,8852,25909,11060,14849,43.4,92.7,69.4,35.5,33.9,"Roanoke County, Virginia",51161,20.037630350897707,27.541377440923537,51161,110.0,1.0
383,0500000US55059,"Kenosha County, Wisconsin",169290,84207,85083,38585,20383,18202,34425,15555,18870,38.8,99.0,58.2,22.1,36.0,"Kenosha County, Wisconsin",55059,22.79224998523244,20.334928229665074,55059,517.0,3.0
384,0500000US06033,"Lake County, California",64382,31318,33064,13510,6500,7010,20179,10115,10064,44.0,94.7,78.8,41.2,37.5,"Lake County, California",06033,20.984125997949736,31.34261128886956,06033,62.0,2.0
385,0500000US06075,"San Francisco County, California",883305,450985,432320,118684,60771,57913,191266,89102,102164,38.3,104.3,41.0,22.0,18.9,"San Francisco County, California",06075,13.436355505742636,21.65344926158009,06075,4828.0,17.0
386,0500000US08123,"Weld County, Colorado",314305,158125,156180,82497,42700,39797,57811,26720,31091,34.6,101.2,62.4,19.7,42.6,"Weld County, Colorado",08123,26.247434816499897,18.393280412338335,08123,300.0,1.0
387,0500000US12005,"Bay County, Florida",185287,91852,93435,39688,20130,19558,44758,20009,24749,39.6,98.3,61.6,27.0,34.6,"Bay County, Florida",12005,21.4197434250649,24.15603900975244,12005,752.0,5.0
